DATE,REPORTTPYE,HOURLYDRYBULBTEMPF,HOURLYRelativeHumidity,HOURLYWindSpeed
1/1/2015 0:54,FM-15,22,50,10
1/1/2015 1:00,FM-12,22,50,10
1/1/2015 1:54,FM-15,22,50,10
1/1/2015 2:54,FM-15,22,50,11
1/1/2015 3:54,FM-15,24,46,13
1/1/2015 4:00,FM-12,24,46,13
1/1/2015 4:54,FM-15,22,52,15
1/1/2015 5:54,FM-15,23,48,17
1/1/2015 6:54,FM-15,23,50,14
1/1/2015 7:00,FM-12,23,50,14
1/1/2015 7:54,FM-15,22,52,13
1/1/2015 8:54,FM-15,25,44,16
1/1/2015 9:54,FM-15,28,39,14
1/1/2015 10:00,FM-12,28,39,14
1/1/2015 10:54,FM-15,30,34,18
1/1/2015 11:54,FM-15,31,35,17
1/1/2015 12:54,FM-15,32,33,16
1/1/2015 13:00,FM-12,32,33,16
1/1/2015 13:54,FM-15,33,32,14
1/1/2015 14:54,FM-15,33,33,16
1/1/2015 15:54,FM-15,31,36,13
1/1/2015 16:00,FM-12,31,36,13
1/1/2015 16:54,FM-15,31,38,14
1/1/2015 17:54,FM-15,30,41,16
1/1/2015 18:54,FM-15,31,40,15
1/1/2015 19:00,FM-12,31,40,15
1/1/2015 19:54,FM-15,30,41,13
1/1/2015 20:54,FM-15,30,47,11
1/1/2015 21:54,FM-15,31,47,11
1/1/2015 22:00,FM-12,31,47,11
1/1/2015 22:54,FM-15,31,52,18
1/1/2015 23:54,FM-15,31,54,14
1/1/2015 23:59,SOD,NA,NA,NA
1/2/2015 0:54,FM-15,33,49,13
1/2/2015 1:00,FM-12,33,49,13
1/2/2015 1:54,FM-15,33,49,11
1/2/2015 2:54,FM-15,32,52,10
1/2/2015 3:54,FM-15,32,52,11
1/2/2015 4:00,FM-12,32,52,11
1/2/2015 4:54,FM-15,32,50,11
1/2/2015 5:54,FM-15,34,46,13
1/2/2015 6:54,FM-15,34,48,15
1/2/2015 7:00,FM-12,34,48,15
1/2/2015 7:54,FM-15,33,49,11
1/2/2015 8:54,FM-15,36,46,11
1/2/2015 9:54,FM-15,38,43,16
1/2/2015 10:00,FM-12,38,43,16
1/2/2015 10:54,FM-15,39,39,17
1/2/2015 11:54,FM-15,38,43,15
1/2/2015 12:54,FM-15,40,40,18
1/2/2015 13:00,FM-12,40,40,18
1/2/2015 13:54,FM-15,40,38,14
1/2/2015 14:54,FM-15,39,41,14
1/2/2015 15:54,FM-15,38,41,16
1/2/2015 16:00,FM-12,38,41,16
1/2/2015 16:54,FM-15,36,44,14
1/2/2015 17:54,FM-15,35,42,11
1/2/2015 18:54,FM-15,34,44,11
1/2/2015 19:00,FM-12,34,44,11
1/2/2015 19:54,FM-15,34,44,11
1/2/2015 20:54,FM-15,33,45,10
1/2/2015 21:54,FM-15,33,43,13
1/2/2015 22:00,FM-12,33,43,13
1/2/2015 22:54,FM-15,33,43,8
1/2/2015 23:54,FM-15,31,43,8
1/2/2015 23:59,SOD,NA,NA,NA
1/3/2015 0:54,FM-15,27,51,9
1/3/2015 1:00,FM-12,27,51,9
1/3/2015 1:54,FM-15,26,51,3
1/3/2015 2:54,FM-15,24,55,6
1/3/2015 3:54,FM-15,24,55,8
1/3/2015 4:00,FM-12,24,55,8
1/3/2015 4:54,FM-15,24,52,8
1/3/2015 5:54,FM-15,23,57,7
1/3/2015 6:54,FM-15,23,55,8
1/3/2015 7:00,FM-12,23,55,8
1/3/2015 7:54,FM-15,23,55,5
1/3/2015 8:54,FM-15,24,50,5
1/3/2015 9:54,FM-15,26,51,0
1/3/2015 10:00,FM-12,26,51,0
1/3/2015 10:54,FM-15,28,51,5
1/3/2015 11:54,FM-15,29,54,5
1/3/2015 12:54,FM-15,29,56,10
1/3/2015 13:00,FM-12,29,56,10
1/3/2015 13:54,FM-15,30,56,11
1/3/2015 14:54,FM-15,30,56,10
1/3/2015 15:54,FM-15,30,58,10
1/3/2015 16:00,FM-12,30,58,10
1/3/2015 16:54,FM-15,31,61,15
1/3/2015 17:20,FM-16,30,69,16
1/3/2015 17:54,FM-15,30,82,15
1/3/2015 18:16,FM-16,30,86,14
1/3/2015 18:29,FM-16,30,93,18
1/3/2015 18:37,FM-16,30,93,14
1/3/2015 18:54,FM-15,31,96,18
1/3/2015 19:00,FM-12,31,96,18
1/3/2015 19:26,FM-16,32,93,16
1/3/2015 19:44,FM-16,34,93,20
1/3/2015 19:54,FM-15,33,96,22
1/3/2015 20:43,FM-16,34,93,17
1/3/2015 20:54,FM-15,34,97,16
1/3/2015 21:07,FM-16,34,100,15
1/3/2015 21:54,FM-15,35,96,16
1/3/2015 22:00,FM-12,35,96,16
1/3/2015 22:12,FM-16,36,93,18
1/3/2015 22:54,FM-15,37,93,17
1/3/2015 23:54,FM-15,37,96,16
1/3/2015 23:59,SOD,NA,NA,NA
1/4/2015 0:54,FM-15,38,100,10
1/4/2015 1:00,FM-12,38,100,10
1/4/2015 1:03,FM-16,39,93,15
1/4/2015 1:54,FM-15,40,97,10
1/4/2015 2:46,FM-16,41,93,11
1/4/2015 2:54,FM-15,41,100,11
1/4/2015 3:49,FM-16,43,100,8
1/4/2015 3:54,FM-15,42,100,10
1/4/2015 4:00,FM-12,42,100,10
1/4/2015 4:09,FM-16,41,100,7
1/4/2015 4:36,FM-16,43,93,8
1/4/2015 4:54,FM-15,41,96,9
1/4/2015 5:54,FM-15,40,97,8
1/4/2015 6:52,FM-16,39,100,5
1/4/2015 6:54,FM-15,40,97,7
1/4/2015 7:00,FM-12,40,97,7
1/4/2015 7:45,FM-16,37,93,11
1/4/2015 7:54,FM-15,36,97,9
1/4/2015 8:54,FM-15,36,97,6
1/4/2015 9:31,FM-16,36,93,5
1/4/2015 9:54,FM-15,36,93,5
1/4/2015 10:00,FM-12,36,93,5
1/4/2015 10:54,FM-15,37,93,6
1/4/2015 11:54,FM-15,37,100,7
1/4/2015 12:54,FM-15,41,93,0
1/4/2015 13:00,FM-12,41,93,0
1/4/2015 13:54,FM-15,41,93,8
1/4/2015 14:08,FM-16,39,100,7
1/4/2015 14:10,FM-16,39,100,5
1/4/2015 14:54,FM-15,40,97,5
1/4/2015 15:54,FM-15,40,97,6
1/4/2015 16:00,FM-12,40,97,6
1/4/2015 16:54,FM-15,40,100,5
1/4/2015 16:59,FM-16,39,100,6
1/4/2015 17:15,FM-16,43,100,9
1/4/2015 17:30,FM-16,43,100,9
1/4/2015 17:54,FM-15,43,97,6
1/4/2015 18:54,FM-15,46,96,8
1/4/2015 19:00,FM-12,46,96,8
1/4/2015 19:54,FM-15,49,93,13
1/4/2015 20:27,FM-16,48,100,10
1/4/2015 20:54,FM-15,51,92,10
1/4/2015 21:09,FM-16,52,94,10
1/4/2015 21:54,FM-15,51,96,9
1/4/2015 22:00,FM-12,51,96,9
1/4/2015 22:54,FM-15,51,89,14
1/4/2015 23:54,FM-15,50,83,15
1/4/2015 23:59,SOD,NA,NA,NA
1/5/2015 0:16,FM-16,48,71,25
1/5/2015 0:27,FM-16,46,71,18
1/5/2015 0:54,FM-15,46,68,18
1/5/2015 1:00,FM-12,46,68,18
1/5/2015 1:54,FM-15,44,65,17
1/5/2015 2:54,FM-15,43,60,20
1/5/2015 3:54,FM-15,42,55,18
1/5/2015 4:00,FM-12,42,55,18
1/5/2015 4:54,FM-15,41,57,16
1/5/2015 5:54,FM-15,40,55,23
1/5/2015 6:54,FM-15,39,50,23
1/5/2015 7:00,FM-12,39,50,23
1/5/2015 7:54,FM-15,37,46,20
1/5/2015 8:54,FM-15,37,41,24
1/5/2015 9:54,FM-15,36,35,23
1/5/2015 10:00,FM-12,36,35,23
1/5/2015 10:54,FM-15,36,35,23
1/5/2015 11:54,FM-15,34,32,30
1/5/2015 12:54,FM-15,34,31,23
1/5/2015 13:00,FM-12,34,31,23
1/5/2015 13:54,FM-15,35,32,18
1/5/2015 14:54,FM-15,30,33,26
1/5/2015 15:54,FM-15,28,28,30
1/5/2015 16:00,FM-12,28,28,30
1/5/2015 16:54,FM-15,25,32,29
1/5/2015 17:54,FM-15,24,32,29
1/5/2015 18:54,FM-15,22,33,23
1/5/2015 19:00,FM-12,22,33,23
1/5/2015 19:54,FM-15,21,34,24
1/5/2015 20:54,FM-15,20,34,21
1/5/2015 21:54,FM-15,19,34,14
1/5/2015 22:54,FM-15,18,34,20
1/5/2015 23:54,FM-15,17,35,18
1/5/2015 23:59,SOD,NA,NA,NA
1/6/2015 0:54,FM-15,17,37,21
1/6/2015 1:00,FM-12,17,37,21
1/6/2015 1:54,FM-15,16,43,15
1/6/2015 2:54,FM-15,16,43,20
1/6/2015 3:54,FM-15,15,46,17
1/6/2015 4:00,FM-12,15,46,17
1/6/2015 4:54,FM-15,15,49,9
1/6/2015 5:54,FM-15,15,51,10
1/6/2015 6:54,FM-15,15,51,14
1/6/2015 7:00,FM-12,15,51,14
1/6/2015 7:54,FM-15,16,49,7
1/6/2015 8:54,FM-15,17,47,9
1/6/2015 9:54,FM-15,17,47,11
1/6/2015 10:00,FM-12,17,47,11
1/6/2015 10:54,FM-15,18,49,11
1/6/2015 11:46,FM-16,18,62,7
1/6/2015 11:54,FM-15,17,64,6
1/6/2015 12:02,FM-16,18,68,9
1/6/2015 12:21,FM-16,16,79,7
1/6/2015 12:54,FM-15,16,77,8
1/6/2015 13:00,FM-12,16,77,8
1/6/2015 13:54,FM-15,17,74,7
1/6/2015 14:03,FM-16,18,73,8
1/6/2015 14:54,FM-15,17,74,3
1/6/2015 15:54,FM-15,17,74,5
1/6/2015 16:00,FM-12,17,74,5
1/6/2015 16:37,FM-16,18,68,3
1/6/2015 16:54,FM-15,17,68,5
1/6/2015 17:36,FM-16,18,73,5
1/6/2015 17:54,FM-15,17,77,3
1/6/2015 18:54,FM-15,17,77,5
1/6/2015 19:00,FM-12,17,77,5
1/6/2015 19:54,FM-15,17,77,3
1/6/2015 20:29,FM-16,16,79,3
1/6/2015 20:52,FM-16,16,79,0
1/6/2015 20:54,FM-15,15,80,0
1/6/2015 21:54,FM-15,15,77,7
1/6/2015 22:00,FM-12,15,77,7
1/6/2015 22:54,FM-15,15,80,8
1/6/2015 23:54,FM-15,16,77,6
1/6/2015 23:59,SOD,NA,NA,NA
1/7/2015 0:54,FM-15,16,77,7
1/7/2015 1:00,FM-12,16,77,7
1/7/2015 1:54,FM-15,17,77,6
1/7/2015 2:54,FM-15,16,84,8
1/7/2015 3:54,FM-15,16,80,13
1/7/2015 4:00,FM-12,16,80,13
1/7/2015 4:54,FM-15,17,74,8
1/7/2015 5:54,FM-15,18,65,11
1/7/2015 6:54,FM-15,16,71,11
1/7/2015 7:00,FM-12,16,71,11
1/7/2015 7:54,FM-15,16,74,10
1/7/2015 8:54,FM-15,20,62,11
1/7/2015 9:54,FM-15,21,59,16
1/7/2015 10:00,FM-12,21,59,16
1/7/2015 10:54,FM-15,23,50,16
1/7/2015 11:54,FM-15,23,48,22
1/7/2015 12:54,FM-15,23,44,21
1/7/2015 13:00,FM-12,23,44,21
1/7/2015 13:54,FM-15,25,40,17
1/7/2015 14:54,FM-15,24,40,16
1/7/2015 15:54,FM-15,23,42,15
1/7/2015 16:00,FM-12,23,42,15
1/7/2015 16:17,FM-16,19,68,18
1/7/2015 16:23,FM-16,19,68,11
1/7/2015 16:46,FM-16,21,58,15
1/7/2015 16:54,FM-15,21,54,16
1/7/2015 17:54,FM-15,19,27,21
1/7/2015 18:54,FM-15,15,32,28
1/7/2015 19:00,FM-12,15,32,28
1/7/2015 19:54,FM-15,12,42,24
1/7/2015 20:54,FM-15,9,39,24
1/7/2015 21:54,FM-15,7,41,17
1/7/2015 22:00,FM-12,7,41,17
1/7/2015 22:54,FM-15,5,42,21
1/7/2015 23:54,FM-15,5,42,17
1/7/2015 23:59,SOD,NA,NA,NA
1/8/2015 0:54,FM-15,3,42,18
1/8/2015 1:00,FM-12,3,42,18
1/8/2015 1:54,FM-15,2,46,16
1/8/2015 2:54,FM-15,1,46,16
1/8/2015 3:54,FM-15,0,49,14
1/8/2015 4:00,FM-12,0,49,14
1/8/2015 4:54,FM-15,-1,48,14
1/8/2015 5:54,FM-15,-1,46,13
1/8/2015 6:54,FM-15,-1,46,15
1/8/2015 7:00,FM-12,-1,46,15
1/8/2015 7:54,FM-15,0,41,14
1/8/2015 8:54,FM-15,1,42,17
1/8/2015 9:54,FM-15,4,40,15
1/8/2015 10:00,FM-12,4,40,15
1/8/2015 10:54,FM-15,9,37,10
1/8/2015 11:54,FM-15,13,40,11
1/8/2015 12:54,FM-15,15,42,13
1/8/2015 13:00,FM-12,15,42,13
1/8/2015 13:54,FM-15,18,41,14
1/8/2015 14:54,FM-15,18,41,17
1/8/2015 15:54,FM-15,18,41,13
1/8/2015 16:00,FM-12,18,41,13
1/8/2015 16:54,FM-15,18,41,11
1/8/2015 17:54,FM-15,17,45,14
1/8/2015 18:54,FM-15,17,47,13
1/8/2015 19:00,FM-12,17,47,13
1/8/2015 19:54,FM-15,18,45,14
1/8/2015 20:54,FM-15,18,45,14
1/8/2015 21:54,FM-15,18,49,13
1/8/2015 22:00,FM-12,18,49,13
1/8/2015 22:54,FM-15,18,57,15
1/8/2015 23:54,FM-15,19,59,20
1/8/2015 23:59,SOD,NA,NA,NA
1/9/2015 0:54,FM-15,20,65,16
1/9/2015 1:00,FM-12,20,65,16
1/9/2015 1:54,FM-15,21,68,17
1/9/2015 2:54,FM-15,21,65,13
1/9/2015 3:54,FM-15,21,57,16
1/9/2015 4:00,FM-12,21,57,16
1/9/2015 4:54,FM-15,22,63,14
1/9/2015 5:54,FM-15,23,65,14
1/9/2015 6:54,FM-15,26,69,13
1/9/2015 7:00,FM-12,26,69,13
1/9/2015 7:54,FM-15,28,69,15
1/9/2015 8:54,FM-15,28,66,17
1/9/2015 9:17,FM-16,27,74,21
1/9/2015 9:25,FM-16,27,74,18
1/9/2015 9:52,FM-16,25,86,20
1/9/2015 9:54,FM-15,25,88,18
1/9/2015 10:00,FM-12,25,88,18
1/9/2015 10:10,FM-16,27,80,22
1/9/2015 10:54,FM-15,25,85,20
1/9/2015 11:48,FM-16,25,80,18
1/9/2015 11:54,FM-15,25,75,20
1/9/2015 12:54,FM-15,26,69,15
1/9/2015 13:00,FM-12,26,69,15
1/9/2015 13:54,FM-15,29,51,18
1/9/2015 14:54,FM-15,29,47,22
1/9/2015 15:54,FM-15,29,43,15
1/9/2015 16:00,FM-12,29,43,15
1/9/2015 16:54,FM-15,28,44,14
1/9/2015 17:54,FM-15,28,49,11
1/9/2015 18:54,FM-15,26,53,10
1/9/2015 19:00,FM-12,26,53,10
1/9/2015 19:54,FM-15,26,51,8
1/9/2015 20:54,FM-15,24,52,9
1/9/2015 21:54,FM-15,24,50,6
1/9/2015 22:00,FM-12,24,50,6
1/9/2015 22:54,FM-15,22,57,9
1/9/2015 23:54,FM-15,23,53,11
1/9/2015 23:59,SOD,NA,NA,NA
1/10/2015 0:54,FM-15,23,50,9
1/10/2015 1:00,FM-12,23,50,9
1/10/2015 1:54,FM-15,22,52,9
1/10/2015 2:54,FM-15,21,54,9
1/10/2015 3:54,FM-15,20,57,8
1/10/2015 4:00,FM-12,20,57,8
1/10/2015 4:54,FM-15,20,57,9
1/10/2015 5:54,FM-15,19,62,11
1/10/2015 6:54,FM-15,19,57,13
1/10/2015 7:00,FM-12,19,57,13
1/10/2015 7:54,FM-15,18,54,13
1/10/2015 8:54,FM-15,19,54,13
1/10/2015 9:54,FM-15,20,52,16
1/10/2015 10:00,FM-12,20,52,16
1/10/2015 10:54,FM-15,22,48,11
1/10/2015 11:54,FM-15,23,46,13
1/10/2015 12:54,FM-15,24,42,14
1/10/2015 13:00,FM-12,24,42,14
1/10/2015 13:54,FM-15,24,38,16
1/10/2015 14:54,FM-15,24,35,11
1/10/2015 15:54,FM-15,23,38,11
1/10/2015 16:00,FM-12,23,38,11
1/10/2015 16:54,FM-15,22,38,14
1/10/2015 17:54,FM-15,21,38,11
1/10/2015 18:54,FM-15,21,38,9
1/10/2015 19:00,FM-12,21,38,9
1/10/2015 19:54,FM-15,19,43,11
1/10/2015 20:54,FM-15,19,41,9
1/10/2015 21:54,FM-15,19,39,15
1/10/2015 22:00,FM-12,19,39,15
1/10/2015 22:54,FM-15,18,43,11
1/10/2015 23:54,FM-15,17,45,13
1/10/2015 23:59,SOD,NA,NA,NA
1/11/2015 0:54,FM-15,17,47,9
1/11/2015 1:00,FM-12,17,47,9
1/11/2015 1:54,FM-15,17,47,14
1/11/2015 2:54,FM-15,17,47,10
1/11/2015 3:54,FM-15,17,45,11
1/11/2015 4:00,FM-12,17,45,11
1/11/2015 4:54,FM-15,15,53,10
1/11/2015 5:54,FM-15,16,49,8
1/11/2015 6:54,FM-15,16,49,11
1/11/2015 7:00,FM-12,16,49,11
1/11/2015 7:54,FM-15,18,49,6
1/11/2015 8:54,FM-15,19,45,7
1/11/2015 9:54,FM-15,20,45,7
1/11/2015 10:00,FM-12,20,45,7
1/11/2015 10:54,FM-15,23,44,6
1/11/2015 11:54,FM-15,26,42,6
1/11/2015 12:54,FM-15,29,38,15
1/11/2015 13:00,FM-12,29,38,15
1/11/2015 13:54,FM-15,28,34,10
1/11/2015 14:54,FM-15,29,38,9
1/11/2015 15:54,FM-15,29,36,10
1/11/2015 16:00,FM-12,29,36,10
1/11/2015 16:54,FM-15,28,43,10
1/11/2015 17:54,FM-15,28,47,9
1/11/2015 18:54,FM-15,29,47,9
1/11/2015 19:00,FM-12,29,47,9
1/11/2015 19:54,FM-15,30,47,8
1/11/2015 20:54,FM-15,30,51,8
1/11/2015 21:54,FM-15,30,58,8
1/11/2015 22:00,FM-12,30,58,8
1/11/2015 22:54,FM-15,32,64,13
1/11/2015 23:54,FM-15,33,64,13
1/11/2015 23:59,SOD,NA,NA,NA
1/12/2015 0:54,FM-15,34,59,11
1/12/2015 1:00,FM-12,34,59,11
1/12/2015 1:54,FM-15,35,57,15
1/12/2015 2:54,FM-15,36,48,15
1/12/2015 3:54,FM-15,36,52,14
1/12/2015 4:00,FM-12,36,52,14
1/12/2015 4:54,FM-15,36,50,14
1/12/2015 5:54,FM-15,37,44,7
1/12/2015 6:54,FM-15,36,48,7
1/12/2015 7:00,FM-12,36,48,7
1/12/2015 7:54,FM-15,36,52,6
1/12/2015 8:11,FM-16,36,56,7
1/12/2015 8:54,FM-15,37,52,11
1/12/2015 9:54,FM-15,38,51,11
1/12/2015 10:00,FM-12,38,51,11
1/12/2015 10:06,FM-16,37,52,14
1/12/2015 10:54,FM-15,37,65,9
1/12/2015 11:40,FM-16,37,70,10
1/12/2015 11:54,FM-15,37,76,13
1/12/2015 12:54,FM-15,37,82,9
1/12/2015 13:00,FM-12,37,82,9
1/12/2015 13:54,FM-15,37,89,9
1/12/2015 14:54,FM-15,36,97,5
1/12/2015 14:57,FM-16,36,100,6
1/12/2015 15:23,FM-16,36,100,5
1/12/2015 15:44,FM-16,36,100,0
1/12/2015 15:52,FM-16,36,100,0
1/12/2015 15:54,FM-15,36,97,0
1/12/2015 16:00,FM-12,36,97,0
1/12/2015 16:54,FM-15,37,96,5
1/12/2015 17:18,FM-16,37,93,6
1/12/2015 17:28,FM-16,37,93,3
1/12/2015 17:54,FM-15,38,89,5
1/12/2015 18:36,FM-16,37,93,8
1/12/2015 18:51,FM-16,37,93,9
1/12/2015 18:54,FM-15,37,93,8
1/12/2015 19:00,FM-12,37,93,8
1/12/2015 19:54,FM-15,37,89,7
1/12/2015 20:54,FM-15,37,89,7
1/12/2015 21:54,FM-15,36,89,9
1/12/2015 22:00,FM-12,36,89,9
1/12/2015 22:54,FM-15,36,82,13
1/12/2015 23:54,FM-15,35,78,15
1/12/2015 23:59,SOD,NA,NA,NA
1/13/2015 0:54,FM-15,34,70,14
1/13/2015 1:00,FM-12,34,70,14
1/13/2015 1:54,FM-15,33,61,16
1/13/2015 2:54,FM-15,31,61,16
1/13/2015 3:54,FM-15,30,58,13
1/13/2015 4:00,FM-12,30,58,13
1/13/2015 4:54,FM-15,28,63,14
1/13/2015 5:54,FM-15,25,58,17
1/13/2015 6:54,FM-15,22,52,16
1/13/2015 7:00,FM-12,22,52,16
1/13/2015 7:54,FM-15,20,48,13
1/13/2015 8:54,FM-15,19,43,16
1/13/2015 9:54,FM-15,19,45,14
1/13/2015 10:00,FM-12,19,45,14
1/13/2015 10:54,FM-15,20,45,9
1/13/2015 11:54,FM-15,22,42,6
1/13/2015 12:54,FM-15,23,42,7
1/13/2015 13:00,FM-12,23,42,7
1/13/2015 13:54,FM-15,24,38,6
1/13/2015 14:54,FM-15,23,42,6
1/13/2015 15:54,FM-15,22,42,6
1/13/2015 16:00,FM-12,22,42,6
1/13/2015 16:54,FM-15,21,43,8
1/13/2015 17:54,FM-15,20,43,8
1/13/2015 18:54,FM-15,20,40,8
1/13/2015 19:00,FM-12,20,40,8
1/13/2015 19:54,FM-15,19,37,7
1/13/2015 20:54,FM-15,17,39,9
1/13/2015 21:54,FM-15,16,41,9
1/13/2015 22:00,FM-12,16,41,9
1/13/2015 22:54,FM-15,15,42,8
1/13/2015 23:42,FM-16,16,45,8
1/13/2015 23:54,FM-15,15,44,9
1/13/2015 23:59,SOD,NA,NA,NA
1/14/2015 0:54,FM-15,14,47,9
1/14/2015 1:00,FM-12,14,47,9
1/14/2015 1:54,FM-15,14,44,11
1/14/2015 2:54,FM-15,14,47,7
1/14/2015 3:54,FM-15,14,49,9
1/14/2015 4:00,FM-12,14,49,9
1/14/2015 4:54,FM-15,14,49,6
1/14/2015 5:54,FM-15,15,49,10
1/14/2015 6:54,FM-15,15,51,5
1/14/2015 7:00,FM-12,15,51,5
1/14/2015 7:54,FM-15,16,54,9
1/14/2015 8:54,FM-15,18,54,10
1/14/2015 9:54,FM-15,20,55,6
1/14/2015 10:00,FM-12,20,55,6
1/14/2015 10:54,FM-15,20,57,7
1/14/2015 11:54,FM-15,21,57,8
1/14/2015 12:54,FM-15,23,57,9
1/14/2015 13:00,FM-12,23,57,9
1/14/2015 13:54,FM-15,24,60,8
1/14/2015 14:54,FM-15,24,62,8
1/14/2015 15:54,FM-15,24,65,6
1/14/2015 16:00,FM-12,24,65,6
1/14/2015 16:54,FM-15,24,71,9
1/14/2015 17:54,FM-15,23,81,8
1/14/2015 18:10,FM-16,23,86,9
1/14/2015 18:52,FM-16,23,86,9
1/14/2015 18:54,FM-15,23,85,8
1/14/2015 19:00,FM-12,23,85,8
1/14/2015 19:54,FM-15,24,84,13
1/14/2015 20:54,FM-15,24,84,11
1/14/2015 21:27,FM-16,25,86,9
1/14/2015 21:42,FM-16,25,86,9
1/14/2015 21:54,FM-15,25,85,9
1/14/2015 22:00,FM-12,25,85,9
1/14/2015 22:54,FM-15,25,85,10
1/14/2015 23:54,FM-15,25,85,10
1/14/2015 23:59,SOD,NA,NA,NA
1/15/2015 0:01,FM-16,25,86,11
1/15/2015 0:54,FM-15,25,85,9
1/15/2015 1:00,FM-12,25,85,9
1/15/2015 1:54,FM-15,26,84,10
1/15/2015 2:52,FM-16,27,86,11
1/15/2015 2:54,FM-15,26,88,9
1/15/2015 3:06,FM-16,27,86,10
1/15/2015 3:22,FM-16,25,93,11
1/15/2015 3:54,FM-15,25,88,9
1/15/2015 4:00,FM-12,25,88,9
1/15/2015 4:46,FM-16,25,86,11
1/15/2015 4:54,FM-15,25,88,10
1/15/2015 5:54,FM-15,26,81,11
1/15/2015 6:45,FM-16,25,86,10
1/15/2015 6:54,FM-15,25,88,10
1/15/2015 7:00,FM-12,25,88,10
1/15/2015 7:33,FM-16,25,86,10
1/15/2015 7:54,FM-15,25,88,10
1/15/2015 8:54,FM-15,26,84,11
1/15/2015 9:52,FM-16,27,86,7
1/15/2015 9:54,FM-15,27,85,10
1/15/2015 10:00,FM-12,27,85,10
1/15/2015 10:15,FM-16,27,86,8
1/15/2015 10:52,FM-16,27,86,9
1/15/2015 10:54,FM-15,27,85,8
1/15/2015 11:33,FM-16,27,93,9
1/15/2015 11:54,FM-15,27,92,8
1/15/2015 12:37,FM-16,27,93,7
1/15/2015 12:52,FM-16,27,93,8
1/15/2015 12:54,FM-15,27,92,8
1/15/2015 13:00,FM-12,27,92,8
1/15/2015 13:54,FM-15,28,92,7
1/15/2015 14:38,FM-16,28,93,9
1/15/2015 14:54,FM-15,29,89,8
1/15/2015 15:01,FM-16,28,93,7
1/15/2015 15:29,FM-16,28,93,7
1/15/2015 15:43,FM-16,28,93,8
1/15/2015 15:54,FM-15,29,89,8
1/15/2015 16:00,FM-12,29,89,8
1/15/2015 16:06,FM-16,28,93,8
1/15/2015 16:18,FM-16,28,93,11
1/15/2015 16:27,FM-16,28,93,10
1/15/2015 16:52,FM-16,28,93,8
1/15/2015 16:54,FM-15,29,92,8
1/15/2015 17:45,FM-16,30,86,8
1/15/2015 17:52,FM-16,30,86,11
1/15/2015 17:54,FM-15,30,88,11
1/15/2015 18:10,FM-16,30,86,10
1/15/2015 18:32,FM-16,30,86,11
1/15/2015 18:39,FM-16,30,86,13
1/15/2015 18:54,FM-15,30,85,10
1/15/2015 19:00,FM-12,30,85,10
1/15/2015 19:17,FM-16,30,86,9
1/15/2015 19:54,FM-15,31,82,11
1/15/2015 20:54,FM-15,29,72,11
1/15/2015 21:54,FM-15,27,72,9
1/15/2015 22:00,FM-12,27,72,9
1/15/2015 22:54,FM-15,26,63,10
1/15/2015 23:54,FM-15,25,60,13
1/15/2015 23:59,SOD,NA,NA,NA
1/16/2015 0:54,FM-15,26,55,13
1/16/2015 1:00,FM-12,26,55,13
1/16/2015 1:54,FM-15,23,68,9
1/16/2015 2:54,FM-15,23,68,10
1/16/2015 3:54,FM-15,24,65,10
1/16/2015 4:00,FM-12,24,65,10
1/16/2015 4:54,FM-15,22,71,9
1/16/2015 5:54,FM-15,22,71,11
1/16/2015 6:54,FM-15,22,71,9
1/16/2015 7:00,FM-12,22,71,9
1/16/2015 7:54,FM-15,24,68,14
1/16/2015 8:54,FM-15,30,58,11
1/16/2015 9:54,FM-15,31,61,10
1/16/2015 10:00,FM-12,31,61,10
1/16/2015 10:54,FM-15,35,57,13
1/16/2015 11:54,FM-15,37,50,16
1/16/2015 12:54,FM-15,37,52,15
1/16/2015 13:00,FM-12,37,52,15
1/16/2015 13:54,FM-15,36,52,20
1/16/2015 14:54,FM-15,34,48,21
1/16/2015 15:54,FM-15,32,38,23
1/16/2015 16:00,FM-12,32,38,23
1/16/2015 16:54,FM-15,28,41,21
1/16/2015 17:54,FM-15,26,35,22
1/16/2015 18:54,FM-15,24,33,18
1/16/2015 19:00,FM-12,24,33,18
1/16/2015 19:54,FM-15,22,35,21
1/16/2015 20:54,FM-15,20,38,18
1/16/2015 21:54,FM-15,18,37,21
1/16/2015 22:00,FM-12,18,37,21
1/16/2015 22:54,FM-15,17,39,22
1/16/2015 23:54,FM-15,16,43,18
1/16/2015 23:59,SOD,NA,NA,NA
1/17/2015 0:54,FM-15,14,42,17
1/17/2015 1:00,FM-12,14,42,17
1/17/2015 1:54,FM-15,13,42,15
1/17/2015 2:54,FM-15,12,42,16
1/17/2015 3:54,FM-15,12,40,17
1/17/2015 4:00,FM-12,12,40,17
1/17/2015 4:54,FM-15,11,42,20
1/17/2015 5:54,FM-15,10,41,17
1/17/2015 6:54,FM-15,9,46,15
1/17/2015 7:54,FM-15,9,46,15
1/17/2015 8:54,FM-15,10,41,14
1/17/2015 9:54,FM-15,12,38,11
1/17/2015 10:00,FM-12,12,38,11
1/17/2015 10:54,FM-15,15,35,8
1/17/2015 11:54,FM-15,17,32,3
1/17/2015 12:54,FM-15,19,28,3
1/17/2015 13:00,FM-12,19,28,3
1/17/2015 13:54,FM-15,22,25,3
1/17/2015 14:54,FM-15,21,34,7
1/17/2015 15:54,FM-15,21,33,3
