DATE,REPORTTPYE,HOURLYDRYBULBTEMPF,HOURLYRelativeHumidity,HOURLYWindSpeed
5/11/2016 11:54,FM-15,62,43,11
5/11/2016 12:54,FM-15,65,37,8
5/11/2016 13:00,FM-12,65,37,8
5/11/2016 13:54,FM-15,62,48,10
5/11/2016 14:54,FM-15,61,54,10
5/11/2016 15:54,FM-15,64,43,8
5/11/2016 16:00,FM-12,64,43,8
5/11/2016 16:54,FM-15,64,46,9
5/11/2016 17:54,FM-15,63,52,7
5/11/2016 18:54,FM-15,61,58,3
5/11/2016 19:00,FM-12,61,58,3
5/11/2016 19:54,FM-15,62,54,7
5/11/2016 20:54,FM-15,60,56,6
5/11/2016 21:54,FM-15,62,48,3
5/11/2016 22:00,FM-12,62,48,3
5/11/2016 22:54,FM-15,62,52,6
5/11/2016 23:54,FM-15,59,49,9
5/11/2016 23:59,SOD,NA,NA,NA
5/12/2016 0:54,FM-15,56,51,11
5/12/2016 1:00,FM-12,56,51,11
5/12/2016 1:54,FM-15,56,47,7
5/12/2016 2:54,FM-15,56,42,8
5/12/2016 3:54,FM-15,55,40,6
5/12/2016 4:00,FM-12,55,40,6
5/12/2016 4:54,FM-15,55,44,6
5/12/2016 5:54,FM-15,57,36,6
5/12/2016 6:54,FM-15,61,31,6
5/12/2016 7:00,FM-12,61,31,6
5/12/2016 7:54,FM-15,64,28,7
5/12/2016 8:54,FM-15,64,29,8
5/12/2016 9:54,FM-15,63,35,10
5/12/2016 10:00,FM-12,63,35,10
5/12/2016 10:54,FM-15,63,30,9
5/12/2016 11:54,FM-15,64,33,10
5/12/2016 12:54,FM-15,63,43,11
5/12/2016 13:00,FM-12,63,43,11
5/12/2016 13:54,FM-15,65,37,11
5/12/2016 14:54,FM-15,64,45,11
5/12/2016 15:54,FM-15,65,37,13
5/12/2016 16:00,FM-12,65,37,13
5/12/2016 16:54,FM-15,65,47,8
5/12/2016 17:54,FM-15,62,52,16
5/12/2016 18:54,FM-15,65,43,10
5/12/2016 19:00,FM-12,65,43,10
5/12/2016 19:54,FM-15,62,50,7
5/12/2016 20:54,FM-15,62,50,13
5/12/2016 21:54,FM-15,61,48,9
5/12/2016 22:00,FM-12,61,48,9
5/12/2016 22:54,FM-15,58,56,8
5/12/2016 23:54,FM-15,58,56,9
5/12/2016 23:59,SOD,NA,NA,NA
5/13/2016 0:54,FM-15,56,70,7
5/13/2016 1:00,FM-12,56,70,7
5/13/2016 1:54,FM-15,55,64,7
5/13/2016 2:54,FM-15,54,67,8
5/13/2016 3:54,FM-15,52,72,6
5/13/2016 4:00,FM-12,52,72,6
5/13/2016 4:54,FM-15,53,72,7
5/13/2016 5:54,FM-15,55,72,3
5/13/2016 6:54,FM-15,56,77,3
5/13/2016 7:00,FM-12,56,77,3
5/13/2016 7:25,FM-16,55,77,6
5/13/2016 7:54,FM-15,58,78,6
5/13/2016 8:28,FM-16,57,82,6
5/13/2016 8:52,FM-16,55,88,8
5/13/2016 8:54,FM-15,56,84,9
5/13/2016 9:52,FM-16,61,77,8
5/13/2016 9:54,FM-15,60,78,8
5/13/2016 10:00,FM-12,60,78,8
5/13/2016 10:47,FM-16,61,77,11
5/13/2016 10:54,FM-15,63,75,8
5/13/2016 11:54,FM-15,64,78,11
5/13/2016 12:54,FM-15,62,80,5
5/13/2016 13:00,FM-12,62,80,5
5/13/2016 13:54,FM-15,73,64,15
5/13/2016 14:54,FM-15,72,64,13
5/13/2016 15:54,FM-15,69,73,14
5/13/2016 16:00,FM-12,69,73,14
5/13/2016 16:54,FM-15,67,76,14
5/13/2016 17:54,FM-15,65,84,11
5/13/2016 18:43,FM-16,63,94,9
5/13/2016 18:54,FM-15,63,93,10
5/13/2016 19:00,FM-12,63,93,10
5/13/2016 19:14,FM-16,63,94,8
5/13/2016 19:52,FM-16,63,94,10
5/13/2016 19:54,FM-15,63,93,10
5/13/2016 20:54,FM-15,63,90,10
5/13/2016 21:54,FM-15,63,90,9
5/13/2016 22:00,FM-12,63,90,9
5/13/2016 22:01,FM-16,63,94,7
5/13/2016 22:42,FM-16,63,94,10
5/13/2016 22:54,FM-15,62,93,11
5/13/2016 23:16,FM-16,63,94,8
5/13/2016 23:54,FM-15,63,87,7
5/13/2016 23:59,SOD,NA,NA,NA
5/14/2016 0:54,FM-15,62,86,9
5/14/2016 1:00,FM-12,62,86,9
5/14/2016 1:54,FM-15,62,86,9
5/14/2016 2:54,FM-15,61,84,9
5/14/2016 3:54,FM-15,60,84,13
5/14/2016 4:00,FM-12,60,84,13
5/14/2016 4:54,FM-15,59,83,10
5/14/2016 5:54,FM-15,61,75,10
5/14/2016 6:54,FM-15,63,68,9
5/14/2016 7:00,FM-12,63,68,9
5/14/2016 7:54,FM-15,66,56,11
5/14/2016 8:54,FM-15,69,51,9
5/14/2016 9:54,FM-15,71,44,5
5/14/2016 10:00,FM-12,71,44,5
5/14/2016 10:54,FM-15,73,40,9
5/14/2016 11:54,FM-15,73,40,3
5/14/2016 12:54,FM-15,77,33,13
5/14/2016 13:00,FM-12,77,33,13
5/14/2016 13:54,FM-15,70,47,14
5/14/2016 14:07,FM-16,70,46,17
5/14/2016 14:54,FM-15,66,50,17
5/14/2016 15:54,FM-15,74,39,8
5/14/2016 16:00,FM-12,74,39,8
5/14/2016 16:54,FM-15,74,33,21
5/14/2016 17:54,FM-15,71,41,21
5/14/2016 18:54,FM-15,68,49,20
5/14/2016 19:00,FM-12,68,49,20
5/14/2016 19:54,FM-15,65,59,11
5/14/2016 20:54,FM-15,62,65,10
5/14/2016 21:54,FM-15,61,67,11
5/14/2016 22:00,FM-12,61,67,11
5/14/2016 22:54,FM-15,61,70,9
5/14/2016 23:54,FM-15,59,78,10
5/14/2016 23:59,SOD,NA,NA,NA
5/15/2016 0:54,FM-15,59,78,10
5/15/2016 1:00,FM-12,59,78,10
5/15/2016 1:54,FM-15,58,79,15
5/15/2016 2:43,FM-16,57,82,11
5/15/2016 2:54,FM-15,59,74,14
5/15/2016 2:56,FM-16,57,72,14
5/15/2016 3:08,FM-16,57,72,13
5/15/2016 3:54,FM-15,53,61,24
5/15/2016 4:00,FM-12,53,61,24
5/15/2016 4:54,FM-15,53,59,20
5/15/2016 5:54,FM-15,51,61,14
5/15/2016 6:54,FM-15,52,57,16
5/15/2016 7:00,FM-12,52,57,16
5/15/2016 7:54,FM-15,54,51,22
5/15/2016 8:54,FM-15,54,51,17
5/15/2016 9:54,FM-15,56,47,22
5/15/2016 10:00,FM-12,56,47,22
5/15/2016 10:54,FM-15,57,41,23
5/15/2016 11:54,FM-15,59,36,25
5/15/2016 12:54,FM-15,60,30,21
5/15/2016 13:00,FM-12,60,30,21
5/15/2016 13:54,FM-15,60,27,21
5/15/2016 14:54,FM-15,58,29,17
5/15/2016 15:54,FM-15,56,32,18
5/15/2016 16:00,FM-12,56,32,18
5/15/2016 16:54,FM-15,54,35,23
5/15/2016 17:54,FM-15,53,34,25
5/15/2016 18:54,FM-15,50,41,22
5/15/2016 19:00,FM-12,50,41,22
5/15/2016 19:54,FM-15,50,43,21
5/15/2016 20:54,FM-15,48,44,21
5/15/2016 21:54,FM-15,47,44,21
5/15/2016 22:00,FM-12,47,44,21
5/15/2016 22:54,FM-15,46,47,14
5/15/2016 23:54,FM-15,45,46,22
5/15/2016 23:59,SOD,NA,NA,NA
5/16/2016 0:54,FM-15,44,45,21
5/16/2016 1:00,FM-12,44,45,21
5/16/2016 1:54,FM-15,44,47,18
5/16/2016 2:54,FM-15,43,49,18
5/16/2016 3:54,FM-15,42,51,18
5/16/2016 4:00,FM-12,42,51,18
5/16/2016 4:54,FM-15,42,51,16
5/16/2016 5:54,FM-15,44,49,15
5/16/2016 6:54,FM-15,46,46,20
5/16/2016 7:00,FM-12,46,46,20
5/16/2016 7:54,FM-15,49,39,21
5/16/2016 8:54,FM-15,48,41,23
5/16/2016 9:54,FM-15,50,38,22
5/16/2016 10:00,FM-12,50,38,22
5/16/2016 10:54,FM-15,52,37,22
5/16/2016 11:54,FM-15,54,34,21
5/16/2016 12:54,FM-15,55,33,26
5/16/2016 13:00,FM-12,55,33,26
5/16/2016 13:54,FM-15,55,33,21
5/16/2016 14:54,FM-15,55,31,24
5/16/2016 15:54,FM-15,58,28,24
5/16/2016 16:00,FM-12,58,28,24
5/16/2016 16:54,FM-15,59,27,22
5/16/2016 17:54,FM-15,57,29,21
5/16/2016 18:54,FM-15,56,32,17
5/16/2016 19:00,FM-12,56,32,17
5/16/2016 19:54,FM-15,55,34,10
5/16/2016 20:54,FM-15,54,35,9
5/16/2016 21:54,FM-15,54,35,15
5/16/2016 22:00,FM-12,54,35,15
5/16/2016 22:54,FM-15,53,40,17
5/16/2016 23:54,FM-15,53,43,13
5/16/2016 23:59,SOD,NA,NA,NA
5/17/2016 0:54,FM-15,52,47,13
5/17/2016 1:00,FM-12,52,47,13
5/17/2016 1:54,FM-15,52,49,10
5/17/2016 2:54,FM-15,54,45,15
5/17/2016 3:54,FM-15,51,50,13
5/17/2016 4:00,FM-12,51,50,13
5/17/2016 4:54,FM-15,52,50,13
5/17/2016 5:54,FM-15,55,45,9
5/17/2016 6:54,FM-15,57,42,13
5/17/2016 7:00,FM-12,57,42,13
5/17/2016 7:54,FM-15,58,44,13
5/17/2016 8:54,FM-15,61,43,14
5/17/2016 9:54,FM-15,62,41,15
5/17/2016 10:00,FM-12,62,41,15
5/17/2016 10:54,FM-15,67,36,17
5/17/2016 11:54,FM-15,69,32,14
5/17/2016 12:54,FM-15,69,32,13
5/17/2016 13:00,FM-12,69,32,13
5/17/2016 13:54,FM-15,68,33,15
5/17/2016 14:54,FM-15,68,33,15
5/17/2016 15:54,FM-15,69,31,11
5/17/2016 16:00,FM-12,69,31,11
5/17/2016 16:54,FM-15,69,31,10
5/17/2016 17:54,FM-15,67,33,15
5/17/2016 18:54,FM-15,66,34,9
5/17/2016 19:00,FM-12,66,34,9
5/17/2016 19:54,FM-15,65,37,6
5/17/2016 20:54,FM-15,61,46,10
5/17/2016 21:54,FM-15,60,47,10
5/17/2016 22:00,FM-12,60,47,10
5/17/2016 22:54,FM-15,60,50,11
5/17/2016 23:54,FM-15,60,47,9
5/17/2016 23:59,SOD,NA,NA,NA
5/18/2016 0:54,FM-15,59,44,13
5/18/2016 1:00,FM-12,59,44,13
5/18/2016 1:26,FM-16,55,47,14
5/18/2016 1:54,FM-15,55,51,16
5/18/2016 2:54,FM-15,53,55,11
5/18/2016 3:54,FM-15,51,59,9
5/18/2016 4:00,FM-12,51,59,9
5/18/2016 4:54,FM-15,50,66,3
5/18/2016 5:54,FM-15,55,53,0
5/18/2016 6:54,FM-15,54,57,8
5/18/2016 7:00,FM-12,54,57,8
5/18/2016 7:54,FM-15,55,57,9
5/18/2016 8:54,FM-15,56,60,11
5/18/2016 9:54,FM-15,56,57,16
5/18/2016 10:00,FM-12,56,57,16
5/18/2016 10:54,FM-15,55,62,13
5/18/2016 11:54,FM-15,56,60,13
5/18/2016 12:54,FM-15,56,60,13
5/18/2016 13:00,FM-12,56,60,13
5/18/2016 13:54,FM-15,55,59,15
5/18/2016 14:54,FM-15,56,57,14
5/18/2016 15:54,FM-15,56,51,16
5/18/2016 16:00,FM-12,56,51,16
5/18/2016 16:54,FM-15,56,51,14
5/18/2016 17:54,FM-15,55,59,10
5/18/2016 18:54,FM-15,55,55,8
5/18/2016 19:00,FM-12,55,55,8
5/18/2016 19:54,FM-15,54,62,6
5/18/2016 20:54,FM-15,54,57,3
5/18/2016 21:54,FM-15,53,66,0
5/18/2016 22:00,FM-12,53,66,0
5/18/2016 22:54,FM-15,54,62,0
5/18/2016 23:54,FM-15,53,66,3
5/18/2016 23:59,SOD,NA,NA,NA
5/19/2016 0:54,FM-15,50,74,6
5/19/2016 1:00,FM-12,50,74,6
5/19/2016 1:54,FM-15,50,80,5
5/19/2016 2:54,FM-15,50,83,0
5/19/2016 3:54,FM-15,50,83,0
5/19/2016 4:00,FM-12,50,83,0
5/19/2016 4:54,FM-15,51,80,0
5/19/2016 5:54,FM-15,52,77,3
5/19/2016 6:54,FM-15,54,75,3
5/19/2016 7:00,FM-12,54,75,3
5/19/2016 7:54,FM-15,54,77,7
5/19/2016 8:54,FM-15,55,69,8
5/19/2016 9:54,FM-15,56,57,7
5/19/2016 10:00,FM-12,56,57,7
5/19/2016 10:54,FM-15,59,54,9
5/19/2016 11:54,FM-15,57,60,9
5/19/2016 12:54,FM-15,58,60,9
5/19/2016 13:00,FM-12,58,60,9
5/19/2016 13:54,FM-15,60,52,11
5/19/2016 14:54,FM-15,59,54,10
5/19/2016 15:54,FM-15,57,55,11
5/19/2016 16:00,FM-12,57,55,11
5/19/2016 16:54,FM-15,56,62,6
5/19/2016 17:54,FM-15,54,72,9
5/19/2016 18:54,FM-15,55,67,7
5/19/2016 19:00,FM-12,55,67,7
5/19/2016 19:54,FM-15,53,77,6
5/19/2016 20:54,FM-15,53,74,0
5/19/2016 21:54,FM-15,56,57,7
5/19/2016 22:00,FM-12,56,57,7
5/19/2016 22:54,FM-15,54,75,14
5/19/2016 23:54,FM-15,55,77,9
5/19/2016 23:59,SOD,NA,NA,NA
5/20/2016 0:54,FM-15,54,80,9
5/20/2016 1:00,FM-12,54,80,9
5/20/2016 1:54,FM-15,53,80,10
5/20/2016 2:54,FM-15,52,83,7
5/20/2016 3:54,FM-15,52,80,5
5/20/2016 4:00,FM-12,52,80,5
5/20/2016 4:54,FM-15,52,83,6
5/20/2016 5:54,FM-15,56,72,6
5/20/2016 6:54,FM-15,58,65,10
5/20/2016 7:00,FM-12,58,65,10
5/20/2016 7:54,FM-15,61,58,8
5/20/2016 8:54,FM-15,65,51,5
5/20/2016 9:54,FM-15,67,44,8
5/20/2016 10:00,FM-12,67,44,8
5/20/2016 10:54,FM-15,70,37,9
5/20/2016 11:54,FM-15,67,47,7
5/20/2016 12:54,FM-15,69,42,10
5/20/2016 13:00,FM-12,69,42,10
5/20/2016 13:54,FM-15,67,47,13
5/20/2016 14:54,FM-15,67,49,11
5/20/2016 15:54,FM-15,68,42,11
5/20/2016 16:00,FM-12,68,42,11
5/20/2016 16:54,FM-15,66,43,10
5/20/2016 17:54,FM-15,65,52,5
5/20/2016 18:54,FM-15,65,54,10
5/20/2016 19:00,FM-12,65,54,10
5/20/2016 19:54,FM-15,63,56,10
5/20/2016 20:54,FM-15,62,54,11
5/20/2016 21:54,FM-15,61,56,9
5/20/2016 22:00,FM-12,61,56,9
5/20/2016 22:54,FM-15,59,62,10
5/20/2016 23:54,FM-15,60,60,11
5/20/2016 23:59,SOD,NA,NA,NA
5/21/2016 0:54,FM-15,59,60,8
5/21/2016 1:00,FM-12,59,60,8
5/21/2016 1:54,FM-15,55,69,6
5/21/2016 2:54,FM-15,56,67,5
5/21/2016 3:54,FM-15,54,72,6
5/21/2016 4:00,FM-12,54,72,6
5/21/2016 4:54,FM-15,54,72,7
5/21/2016 5:54,FM-15,60,60,5
5/21/2016 6:54,FM-15,66,42,6
5/21/2016 7:00,FM-12,66,42,6
5/21/2016 7:54,FM-15,70,38,7
5/21/2016 8:54,FM-15,72,35,6
5/21/2016 9:54,FM-15,74,32,7
5/21/2016 10:00,FM-12,74,32,7
5/21/2016 10:54,FM-15,74,29,8
5/21/2016 11:54,FM-15,69,47,10
5/21/2016 12:54,FM-15,70,38,13
5/21/2016 13:00,FM-12,70,38,13
5/21/2016 13:54,FM-15,70,34,15
5/21/2016 14:54,FM-15,68,38,17
5/21/2016 15:54,FM-15,67,36,16
5/21/2016 16:00,FM-12,67,36,16
5/21/2016 16:54,FM-15,64,43,14
5/21/2016 17:54,FM-15,63,45,10
5/21/2016 18:54,FM-15,62,48,10
5/21/2016 19:00,FM-12,62,48,10
5/21/2016 19:54,FM-15,60,53,9
5/21/2016 20:54,FM-15,59,58,7
5/21/2016 21:54,FM-15,58,58,6
5/21/2016 22:00,FM-12,58,58,6
5/21/2016 22:54,FM-15,57,60,3
5/21/2016 23:54,FM-15,56,67,5
5/21/2016 23:59,SOD,NA,NA,NA
5/22/2016 0:54,FM-15,56,70,0
5/22/2016 1:00,FM-12,56,70,0
5/22/2016 1:54,FM-15,54,80,5
5/22/2016 2:54,FM-15,54,77,0
5/22/2016 3:54,FM-15,54,83,5
5/22/2016 4:00,FM-12,54,83,5
5/22/2016 4:54,FM-15,54,90,3
5/22/2016 5:54,FM-15,56,87,5
5/22/2016 6:46,FM-16,55,94,5
5/22/2016 6:54,FM-15,56,90,5
5/22/2016 7:00,FM-12,56,90,5
5/22/2016 7:26,FM-16,57,88,8
5/22/2016 7:54,FM-15,57,87,10
5/22/2016 8:10,FM-16,57,88,9
5/22/2016 8:54,FM-15,57,83,8
5/22/2016 9:54,FM-15,58,84,11
5/22/2016 10:00,FM-12,58,84,11
5/22/2016 10:54,FM-15,60,75,13
5/22/2016 11:54,FM-15,59,78,11
5/22/2016 12:54,FM-15,61,65,16
5/22/2016 13:00,FM-12,61,65,16
5/22/2016 13:54,FM-15,59,72,14
5/22/2016 14:54,FM-15,60,72,13
5/22/2016 15:54,FM-15,59,72,10
5/22/2016 16:00,FM-12,59,72,10
5/22/2016 16:54,FM-15,57,72,10
5/22/2016 17:54,FM-15,56,75,5
5/22/2016 18:54,FM-15,54,80,5
5/22/2016 19:00,FM-12,54,80,5
5/22/2016 19:54,FM-15,53,83,5
5/22/2016 20:54,FM-15,54,80,0
5/22/2016 21:54,FM-15,54,80,3
5/22/2016 22:00,FM-12,54,80,3
5/22/2016 22:54,FM-15,53,86,5
5/22/2016 23:54,FM-15,54,80,0
5/22/2016 23:59,SOD,NA,NA,NA
5/23/2016 0:54,FM-15,52,86,5
5/23/2016 1:00,FM-12,52,86,5
5/23/2016 1:54,FM-15,52,86,3
5/23/2016 2:54,FM-15,54,80,5
5/23/2016 3:54,FM-15,53,86,0
5/23/2016 4:00,FM-12,53,86,0
5/23/2016 4:54,FM-15,53,86,0
5/23/2016 5:54,FM-15,58,72,0
5/23/2016 6:54,FM-15,62,62,3
5/23/2016 7:00,FM-12,62,62,3
5/23/2016 7:54,FM-15,65,59,5
5/23/2016 8:54,FM-15,68,57,3
5/23/2016 9:54,FM-15,67,57,7
5/23/2016 10:00,FM-12,67,57,7
5/23/2016 10:54,FM-15,71,49,6
5/23/2016 11:54,FM-15,72,46,10
5/23/2016 12:54,FM-15,71,51,11
5/23/2016 13:00,FM-12,71,51,11
5/23/2016 13:54,FM-15,71,44,14
5/23/2016 14:54,FM-15,66,59,10
5/23/2016 15:54,FM-15,64,58,7
5/23/2016 16:00,FM-12,64,58,7
5/23/2016 16:54,FM-15,64,58,9
5/23/2016 17:54,FM-15,61,67,8
5/23/2016 18:54,FM-15,62,67,0
5/23/2016 19:00,FM-12,62,67,0
5/23/2016 19:54,FM-15,59,78,6
5/23/2016 20:54,FM-15,58,81,7
5/23/2016 21:54,FM-15,57,83,5
5/23/2016 22:00,FM-12,57,83,5
5/23/2016 22:54,FM-15,59,78,7
5/23/2016 23:54,FM-15,60,75,7
5/23/2016 23:59,SOD,NA,NA,NA
5/24/2016 0:54,FM-15,59,78,8
5/24/2016 1:00,FM-12,59,78,8
5/24/2016 1:54,FM-15,58,81,10
5/24/2016 2:45,FM-16,57,82,10
5/24/2016 2:54,FM-15,56,87,14
5/24/2016 3:03,FM-16,55,88,14
5/24/2016 3:27,FM-16,54,94,16
5/24/2016 3:47,FM-16,54,94,16
5/24/2016 3:54,FM-15,53,93,18
5/24/2016 4:00,FM-12,53,93,18
5/24/2016 4:50,FM-16,54,94,11
5/24/2016 4:54,FM-15,53,93,11
5/24/2016 5:08,FM-16,52,100,13
5/24/2016 5:52,FM-16,52,100,10
5/24/2016 5:54,FM-15,52,97,11
5/24/2016 6:52,FM-16,54,94,10
5/24/2016 6:54,FM-15,53,93,9
5/24/2016 7:00,FM-12,53,93,9
5/24/2016 7:54,FM-15,53,93,14
5/24/2016 8:52,FM-16,54,94,10
5/24/2016 8:54,FM-15,53,96,13
5/24/2016 9:54,FM-15,54,93,11
5/24/2016 10:00,FM-12,54,93,11
5/24/2016 10:52,FM-16,54,94,13
5/24/2016 10:54,FM-15,54,93,13
5/24/2016 11:52,FM-16,54,94,13
5/24/2016 11:54,FM-15,54,93,11
5/24/2016 12:54,FM-15,54,93,11
5/24/2016 13:00,FM-12,54,93,11
5/24/2016 13:54,FM-15,57,83,11
5/24/2016 14:18,FM-16,55,88,10
5/24/2016 14:54,FM-15,56,87,13
5/24/2016 15:14,FM-16,55,88,13
5/24/2016 15:54,FM-15,55,87,9
5/24/2016 16:00,FM-12,55,87,9
5/24/2016 16:54,FM-15,55,87,11
5/24/2016 17:54,FM-15,53,93,8
5/24/2016 18:54,FM-15,53,93,7
5/24/2016 19:00,FM-12,53,93,7
5/24/2016 19:54,FM-15,53,89,10
5/24/2016 20:54,FM-15,53,93,5
5/24/2016 21:54,FM-15,53,93,6
5/24/2016 22:00,FM-12,53,93,6
5/24/2016 22:54,FM-15,53,93,6
5/24/2016 23:54,FM-15,53,93,3
5/24/2016 23:59,SOD,NA,NA,NA
5/25/2016 0:52,FM-16,54,94,3
5/25/2016 0:54,FM-15,53,93,3
5/25/2016 1:00,FM-12,53,93,3
5/25/2016 1:54,FM-15,53,93,0
5/25/2016 2:54,FM-15,53,96,0
5/25/2016 3:09,FM-16,54,94,5
5/25/2016 3:54,FM-15,54,93,0
5/25/2016 4:00,FM-12,54,93,0
5/25/2016 4:54,FM-15,55,90,7
5/25/2016 5:54,FM-15,56,90,7
5/25/2016 6:54,FM-15,59,87,6
5/25/2016 7:00,FM-12,59,87,6
5/25/2016 7:04,FM-16,59,88,5
5/25/2016 7:54,FM-15,62,80,3
5/25/2016 8:54,FM-15,63,81,8
5/25/2016 9:54,FM-15,67,73,3
5/25/2016 10:00,FM-12,67,73,3
5/25/2016 10:54,FM-15,67,73,8
5/25/2016 11:54,FM-15,67,73,9
5/25/2016 12:54,FM-15,73,62,6
5/25/2016 13:00,FM-12,73,62,6
5/25/2016 13:54,FM-15,70,66,7
5/25/2016 14:54,FM-15,75,55,7
5/25/2016 15:46,FM-16,88,22,15
5/25/2016 15:54,FM-15,88,22,14
5/25/2016 16:00,FM-12,88,22,14
5/25/2016 16:54,FM-15,88,21,15
5/25/2016 17:54,FM-15,86,21,9
5/25/2016 18:54,FM-15,84,29,11
5/25/2016 19:00,FM-12,84,29,11
5/25/2016 19:54,FM-15,82,32,14
5/25/2016 20:54,FM-15,79,38,10
5/25/2016 21:54,FM-15,77,42,11
5/25/2016 22:00,FM-12,77,42,11
5/25/2016 22:54,FM-15,77,42,13
5/25/2016 23:54,FM-15,74,46,9
5/25/2016 23:59,SOD,NA,NA,NA
5/26/2016 0:54,FM-15,72,52,8
5/26/2016 1:00,FM-12,72,52,8
5/26/2016 1:54,FM-15,71,53,8
5/26/2016 2:54,FM-15,70,57,8
5/26/2016 3:54,FM-15,69,59,7
5/26/2016 4:00,FM-12,69,59,7
5/26/2016 4:54,FM-15,65,68,0
5/26/2016 5:54,FM-15,71,57,5
5/26/2016 6:54,FM-15,74,54,6
5/26/2016 7:00,FM-12,74,54,6
5/26/2016 7:54,FM-15,77,50,5
5/26/2016 8:54,FM-15,74,60,7
5/26/2016 9:54,FM-15,74,60,9
5/26/2016 10:00,FM-12,74,60,9
5/26/2016 10:54,FM-15,72,59,14
5/26/2016 11:54,FM-15,72,57,16
5/26/2016 12:54,FM-15,73,53,15
5/26/2016 13:00,FM-12,73,53,15
5/26/2016 13:54,FM-15,71,59,14
5/26/2016 14:54,FM-15,69,63,10
5/26/2016 15:54,FM-15,66,70,10
5/26/2016 16:00,FM-12,66,70,10
5/26/2016 16:54,FM-15,64,75,10
5/26/2016 17:54,FM-15,63,78,11
5/26/2016 18:54,FM-15,61,81,7
5/26/2016 19:00,FM-12,61,81,7
5/26/2016 19:54,FM-15,61,84,5
5/26/2016 20:54,FM-15,60,84,10
5/26/2016 21:54,FM-15,60,84,0
5/26/2016 22:00,FM-12,60,84,0
5/26/2016 22:54,FM-15,59,87,3
5/26/2016 23:54,FM-15,58,87,5
5/26/2016 23:59,SOD,NA,NA,NA
5/27/2016 0:54,FM-15,59,87,0
5/27/2016 1:00,FM-12,59,87,0
5/27/2016 1:54,FM-15,60,84,0
5/27/2016 2:54,FM-15,59,87,5
5/27/2016 3:54,FM-15,59,87,5
5/27/2016 4:00,FM-12,59,87,5
5/27/2016 4:54,FM-15,59,90,5
5/27/2016 5:54,FM-15,61,84,5
5/27/2016 6:54,FM-15,62,84,3
5/27/2016 7:00,FM-12,62,84,3
5/27/2016 7:54,FM-15,66,73,5
5/27/2016 8:54,FM-15,68,70,7
5/27/2016 9:54,FM-15,68,70,8
5/27/2016 10:00,FM-12,68,70,8
5/27/2016 10:54,FM-15,65,76,14
5/27/2016 11:54,FM-15,64,78,13
5/27/2016 12:54,FM-15,63,78,11
5/27/2016 13:00,FM-12,63,78,11
5/27/2016 13:54,FM-15,62,80,13
5/27/2016 14:54,FM-15,65,76,8
5/27/2016 15:54,FM-15,63,75,8
5/27/2016 16:00,FM-12,63,75,8
5/27/2016 16:54,FM-15,61,81,7
5/27/2016 17:54,FM-15,61,84,7
5/27/2016 18:54,FM-15,59,87,5
5/27/2016 19:54,FM-15,62,84,0
5/27/2016 20:54,FM-15,69,76,7
5/27/2016 21:54,FM-15,71,73,11
5/27/2016 22:00,FM-12,71,73,11
5/27/2016 22:54,FM-15,70,73,13
5/27/2016 23:54,FM-15,68,76,10
5/27/2016 23:59,SOD,NA,NA,NA
5/28/2016 0:54,FM-15,68,73,9
5/28/2016 1:00,FM-12,68,73,9
5/28/2016 1:54,FM-15,68,70,9
5/28/2016 2:54,FM-15,67,71,7
5/28/2016 3:54,FM-15,67,71,10
5/28/2016 4:00,FM-12,67,71,10
5/28/2016 4:54,FM-15,67,73,10
5/28/2016 5:54,FM-15,70,71,9
5/28/2016 6:54,FM-15,73,71,5
5/28/2016 7:00,FM-12,73,71,5
5/28/2016 7:54,FM-15,77,64,6
5/28/2016 8:54,FM-15,79,62,6
5/28/2016 9:54,FM-15,82,58,8
5/28/2016 10:00,FM-12,82,58,8
5/28/2016 10:54,FM-15,86,53,7
5/28/2016 11:54,FM-15,91,41,8
5/28/2016 12:54,FM-15,92,37,5
5/28/2016 13:00,FM-12,92,37,5
5/28/2016 13:54,FM-15,82,55,11
5/28/2016 14:54,FM-15,83,53,7
5/28/2016 15:54,FM-15,83,53,10
5/28/2016 16:00,FM-12,83,53,10
5/28/2016 16:54,FM-15,78,62,5
5/28/2016 17:54,FM-15,85,53,11
5/28/2016 18:54,FM-15,84,55,10
5/28/2016 19:00,FM-12,84,55,10
5/28/2016 19:54,FM-15,83,59,11
5/28/2016 20:54,FM-15,83,57,9
5/28/2016 21:54,FM-15,79,65,9
5/28/2016 22:00,FM-12,79,65,9
5/28/2016 22:54,FM-15,77,69,9
5/28/2016 23:54,FM-15,75,71,5
5/28/2016 23:59,SOD,NA,NA,NA
5/29/2016 0:54,FM-15,66,81,8
5/29/2016 1:00,FM-12,66,81,8
5/29/2016 1:54,FM-15,67,81,6
5/29/2016 2:54,FM-15,63,84,11
5/29/2016 3:28,FM-16,61,88,9
5/29/2016 3:54,FM-15,61,87,10
5/29/2016 4:00,FM-12,61,87,10
5/29/2016 4:54,FM-15,59,87,13
5/29/2016 5:54,FM-15,58,87,10
5/29/2016 6:54,FM-15,59,83,8
5/29/2016 7:00,FM-12,59,83,8
5/29/2016 7:54,FM-15,59,83,10
5/29/2016 8:54,FM-15,59,87,11
5/29/2016 9:54,FM-15,59,83,11
5/29/2016 10:00,FM-12,59,83,11
5/29/2016 10:54,FM-15,60,80,11
5/29/2016 11:54,FM-15,60,80,10
5/29/2016 12:54,FM-15,59,83,7
